anger;['betul', 'min', 'rakyat', 'indonesia', 'sekarang', 'harap', 'nya', 'tinggal', 'sama', 'tni', 'saja', 'kalau', 'yang', 'lain', 'lihat', 'saja', 'sudah', 'jelas', 'serang', 'ke', 'kantor', 'media', 'kata', 'tidak', 'ada', 'unsur', 'pidana', 'sudah', 'jelas', 'hina', 'presiden', 'indonesia', 'yang', 'sah', 'cuma', 'lucu', 'lucu', 'an', 'saja', 'tni', 'url']
anger;['kalaupun', 'fansite', 'ngejual', 'hasil', 'jepret', 'mereka', 'toh', 'uang', 'nya', 'lari', 'ke', 'idol', 'juga', 'beliin', 'mereka', 'hadiah', 'dsb', 'kan', 'kpopers', 'baru', 'ya', 'fansite', 'udh', 'ada', 'dr', 'jaman', 'kamera', 'bom', 'bening', 'skrg']
happy;['sangat', 'syukur', 'bisa', 'doa', 'kakek', 'bung', 'karno', 'sama', 'anak', 'yatim', 'piatu', 'bulanbungkarno', 'junibulanbungkarno', 'penyambunglidahrakyatindonesia', 'nomoruntukjatim', 'jatimpilihgusipulputi', 'kabehsedulurkabehmakmur', 'username', 'h']
sadness;['sulit', 'terima', 'nyata', 'memang', 'bahwa', 'ada', 'bagi', 'yang', 'anggap', 'ketika', 'kita', 'interaksi', 'dengan', 'satu', 'orng', 'dari', 'satu', 'golong', 'tentu', 'kita', 'langsung', 'kata', 'golong', 'tentu', 'saat', 'tanpa', 'kita', 'ajar', 'cara', 'utuh', 'dan', 'klaim', 'diri', 'kita', 'paling', 'benar']
anger;['samanye', 'udeh', 'maling', 'semua', 'gak', 'si', 'jancok', 'gak', 'si', 'anjing', 'gak', 'si', 'siluman', 'monyet', 'hahahahaha', 'satu', 'hati', 'sama', 'sama', 'maling']
anger;['ku', 'juga', 'ken', 'ngamuk', 'bacain', 'komen', 'netizen', 'yg', 'mahabenar', 'ya', 'lord', 'ga', 'abis', 'pikir', 'komen', 'macem', 'gin', 'yg', 'bikin', 'kasus', 'leceh', 'seksual', 'akan', 'tenggelam', 'begitu', 'saja', 'tidak', 'ada', 'hukum', 'untuk', 'laku', 'lebih', 'sedih', 'rerata', 'yg', 'komen', 'jahat', 'adalah', 'perempuan', 'mbaq', 'sehat', 'loh', 'url']
love;['tiap', 'sempat', 'yg', 'pernah', 'hadir', 'tuk', 'dapat', 'buat', 'selalu', 'rasa', 'aman', 'dan', 'nyaman', 'kini', 'jadi', 'suatu', 'hormat', 'yg', 'pernah', 'dapat']
anger;['sedap', 'kali', 'kau', 'ya', 'bobok', 'kasur', 'ku', 'aku', 'tidur', 'kau', 'ikut', 'tidur', 'mau', 'jadi', 'apa', 'kau', 'baca', 'pake', 'logat', 'mamak', 'dahlia', 'di', 'keluarga', 'badak']
happy;['h-', 'mau', 'ke', 'bank', 'rame', 'bgt', 'ampe', 'antri', 'tempat', 'duduk', 'ada', 'luar', 'toko', 'emas', 'luber', 'ampe', 'ga', 'liat', 'mbak', 'yg', 'jual', 'ke', 'swalayan', 'antri', 'kasir', 'naudzubilah', 'panjang', 'bener', 'pada', 'bahagia', 'semua', 'kayak', 'moga', 'oh', 'moga', 'rs', 'sepi', 'pasien', 'pada', 'sembuh', 'dan', 'pulang', 'utk', 'bahagia']
anger;['benar', 'hancur', 'negara', 'ini', 'kelola', 'amatir', 'tp', 'kenpak', 'username', 'tidak', 'indah', 'statementnya', 'sendiri', 'negara', 'miskin', 'koordinasi', 'jangan', 'asal', 'gagah', 'seta', 'salah', 'anulir', 'mana', 'marwahmu', 'wahai', 'mr', 'username', 'presiden', 'url']
anger;['budaya', 'cari', 'dan', 'baca', 'belum', 'nanya', 'ya', 'udah', 'jelas', 'kali', 'kok', 'lama', 'ga', 'atur', 'gaada', 'tentu', 'khusus', 'pakai', 'aja']
sadness;['paruh', 'hati', 'ini', 'iri', 'jika', 'lihat', 'orang', 'anak', 'yg', 'masih', 'bisa', 'duduk', 'atau', 'jalan', 'sama', 'ibunda', 'dan', 'paruh', 'hati', 'ini', 'turut', 'empat', 'lihat', 'orang', 'anak', 'yg', 'begitu', 'gundah', 'saat', 'ibunda', 'sakit', 'yang', 'sabar', 'ya', 'kawan', 'moga', 'allah', 'beri', 'yg', 'baik', 'untuk', 'kita', 'semua']
happy;['ketika', 'aku', 'senyum', 'bukan', 'arti', 'hidup', 'sempurna', 'aku', 'hanya', 'syukur', 'apa', 'yang', 'aku', 'punya', 'dan', 'apa', 'yg', 'telah', 'tuhan', 'ikan', 'untuk', 'ku']
sadness;['dari', 'mau', 'tdr', 'tidur', 'sampe', 'bgn', 'tdr', 'kok', 'yaa', 'kayak', 'ngerasa', 'aneh', 'ga', 'enak', 'hati', 'udah', 'bawa', 'istighfar', 'masih', 'aja', 'bgn', 'tdr', 'kayak', 'sedih', 'kayak', 'mikir', 'ga', 'puguh', 'ini', 'knp', 'bgt', 'coba']
love;['kan', 'peluk', 'engkau', 'erat', 'hingga', 'tak', 'ada', 'orang', 'pun', 'yang', 'bisa', 'rebut', 'mu', 'dari', 'peluk', 'ku', 'happy', 'anniversary', 'syg', 'nov', 'months']
anger;['kalo', 'mau', 'ganti', 'presiden', 'itu', 'harus', 'jelas', 'siapa', 'calon', 'terus', 'adu', 'program', 'kerja', 'ini', 'koalisi', 'belum', 'ditentuin', 'bisa', 'cuman', 'buat', 'kaos', 'dan', 'tagar']
happy;['sukses', 'n', 'keren', 'banget', 'dgn', 'no', 'kualitas', 'bhn', 'krja', 'itu', 'cita', 'pu', 'agar', 'waris', 'ampe', 'ke', 'cu', 'sukses', 'tims', 'bbpjn', 'barokah', 'limpah']
anger;['udah', 'mau', 'sarjana', 'kali', 'mbokya', 'mulut', 'nya', 'jangan', 'tinggal', 'buat', 'ajar', 'sekira', 'itu', 'ga', 'perlu', 'ungkap', 'nambah', 'dosa', 'nyakitin', 'hati', 'orang', 'mending', 'diem', 'bae', 'lah', 'kasi', 'anda', 'nya', 'yg', 'di', 'julidin', 'sm', 'orang']
anger;['gimana', 'orang', 'ga', 'nilai', 'dr', 'jilbab', 'syar', 'nggak', 'nya', 'kadang', 'gemez', 'sm', 'orang', 'yg', 'kelas', 'diem', 'bae', 'eh', 'di', 'grup', 'wa', 'bisa', 'dia', 'nyeletuk', 'arah', 'ke', 'social', 'harassment']
fear;['hari', 'ini', 'jadwal', 'presentasi', 'proker', 'di', 'lppm', 'karna', 'ada', 'praktikum', 'jadi', 'pak', 'ketua', 'di', 'teman', 'sekretaris', 'tapi', 'selaku', 'tanggung', 'jawab', 'ada', 'di', 'sekretaris', 'jadi', 'deg', 'deg', 'an', 'ini', 'bismillah', 'pak', 'ketua', 'btw', 'pen', 'upload', 'foto', 'pak', 'ketua', 'tapi', 'jangan', 'dulu', 'yaa']
anger;['foto', 'saya', 'di', 'instagram', 'masih', 'ada', 'cuma', 'lupa', 'password', 'instanya', 'jadi', 'ngga', 'bisa', 'di', 'buka', 'ini', 'pasti', 'salah', 'perintah', 'dan', 'instagram', 'kenapa', 'sampai', 'pakai', 'password', 'segala', 'tuh', 'sampai', 'lupa', 'khan', 'gw', 'begoloe']
fear;['drama', 'kmarin', 'sore', 'hari', 'puasa', 'trus', 'pas', 'lg', 'mandi', 'kaget', 'bcz', 'datang', 'tamu', 'tak', 'undang', 'pas', 'bgt', 'woi', 'pas', 'lagi', 'adzan', 'maghrib', 'trus', 'jd', 'galau', 'dong', 'hari', 'itu', 'anggap', 'sah', 'puasa', 'apa', 'enggak-', '-']
sadness;['sungguh', 'cinta', 'berat', 'sekali', 'pisah', 'dengan', 'apalagi', 'hadiahperasaan', '-', 'username', 'selalu', 'bikin', 'baper', 'tp', 'sukses', 'lupa', 'laper', 'url']
anger;['pas', 'uda', 'kirim', 'kembali', 'si', 'kurir', 'telp', 'ngeluh', 'dan', 'mager', 'buat', 'nganter', 'ke', 'alamat', 'yg', 'bener', 'malah', 'minta', 'ketemu', 'di', 'titik', 'yg', 'dia', 'tau', 'itu', 'dia', 'gamau', 'susah', 'no', 'puter', 'balik', 'hrs', 'arah', 'sama', 'arah', 'kendara', 'dia', 'jalan']
happy;['pada', 'akhir', 'kita', 'akan', 'lewat', 'semua', 'ini', 'semua', 'yang', 'dulu', 'kita', 'bayang', 'betapa', 'sulit', 'kita', 'lalu', 'juga', 'di', 'akhir', 'kita', 'hanya', 'bisa', 'ajar', 'ajar', 'dan', 'ajar', 'petik', 'semua', 'hikmah', 'yang', 'bisa', 'kita', 'petik', 'siap', 'untuk', 'depan']
love;['kenapa', 'pasang', 'seringkali', 'ibarat', 'bagai', 'rumah', 'karena', 'rasa', 'nyaman', 'sama', 'nyaman', 'ada', 'di', 'rumah', 'kamu', 'bisa', 'jadi', 'apa', 'saja', 'kamu', 'selalu', 'pulang', 'tuju']
fear;['ya', 'tau', 'kalo', 'rasa', 'sakit', 'hati', 'memamg', 'sulit', 'tapi', 'ada', 'kala', 'nya', 'saat', 'di', 'jenjang', 'rumah', 'tangga', 'jangan', 'lah', 'di', 'publik', 'situasi', 'saat', 'ini', 'media', 'itu', 'jahat', 'enggak', 'selesai', 'masalah', 'dengan', 'lontar', 'kata', 'demi', 'kata']
happy;['ponakan', 'kls', 'sd', 'lg', 'demen', 'nonton', 'video', 'tutorial', 'masak', 'craft', 'youtube', 'gw', 'kls', 'sd', 'udah', 'baca', 'novel', 'marga', 't', 'amp', 'mira', 'w', 'minjem', 'punya', 'sepupu']
happy;['bberapa', 'tahun', 'kemudian', 'sejahtera', 'keluarga', 'makmak', 'ini', 'teus', 'tingkat', 'sampai', 'suami', 'itu', 'dpet', 'pangkat', 'yg', 'tinggi', 'kurang', 'paham', 'juga', 'tentang', 'pangkat', 'di', 'tni', 'poko', 'sudah', 'hidup', 'bekecukupan']
sadness;['bukan', 'tidak', 'dukung', 'atau', 'doa', 'cuma', 'sikap', 'apa', 'yang', 'sudah', 'itu', 'pilih', 'dan', 'upaya', 'tahan', 'sini', 'aku', 'dari', 'jauh', 'harus', 'bahagia', 'tapi', 'lihat', 'sedih', 'kebahagianku', 'pudar', 'seperti', 'saat', 'kala', 'itu', 'terima', 'undang', 'nikah']
happy;['jne', 'jnt', 'lama', 'saya', 'pake', 'entah', 'kirim', 'paket', 'beli', 'olshop', 'jastip', 'dari', 'luar', 'kota', 'sampe', 'beda', 'pulau', 'maksimal', 'hari', 'sampe', 'mau', 'itu', 'dia', 'pake', 'mobil', 'susah', 'cari', 'alamat', 'bingung', 'gabisa', 'masuk', 'kompleks', 'gang', 'meski', 'malem', 'sekalipun', 'bain', 'jalan', 'ke', 'rumah', 'sampe', 'paket', 'kirim', 'dgn', 'baik']
anger;['gemes', 'bgt', 'sama', 'orang', 'yg', 'masih', 'anggap', 'wajar', 'leceh', 'sexual', 'cara', 'verbal', 'mau', 'verbal', 'atau', 'fisik', 'atau', 'apa', 'itu', 'tetap', 'tidak', 'benar']
fear;['apa', 'hukum', 'main', 'musik', 'stad', 'jelas', 'haroooom', 'hukum', 'dosa', 'kita', 'main', 'begitu', 'kira', 'cakap', 'yg', 'jadi', 'antara', 'pena', 'dan', 'orang', 'ustad', 'buah', 'acara', 'tv', 'yg', 'intro', 'pake', 'musik']
anger;['apa', 'hebat', 'mardani', 'turut', 'sy', 'oeang', 'ini', 'cuma', 'besar', 'mulut', 'aja', 'fakta', 'sampai', 'saat', 'ini', 'blm', 'sebut', 'capres', 'lagipula', 'kalau', 'koalisi', 'hanya', 'pks', 'dan', 'gerindra', 'nggak', 'mungkin', 'lah', 'yaow']
sadness;['oh', 'iya', 'ibu', 'nya', 'ngelahirin', 'anak', 'ke', 'yaitu', 'cewek', 'tpi', 'gak', 'tahu', 'tahun', 'berapa', 'nya', 'lanjut', 'yg', 'tadi', 'baru', 'aja', 'tahun', 'di', 'kasih', 'nikmat', 'datang', 'lgi', 'uji', 'buat', 'si', 'makmak', 'kali', 'ini', 'mungkin', 'berat', 'dia', 'di', 'tinggal', 'suami', 'tinggal', 'ketika', 'ibu', 'itu', 'jadi', 'singel', 'parent']
happy;['z', 'suka', 'twitter', 'soalny', 'perempuan', 'ji', 'semua', 'teman', 'dsni', 'biar', 'omel', 'sampe', 'tablengker', 'ndada', 'bahaya', 'bahas', 'monsteration', 'jg', 'bebas', 'bahas', 'nda', 'puasa', 'jg', 'bebas', 'di', 'wa', 'mo', 'update', 'status', 'stres', 'monsteration', 'kt', 'harus', 'pi', 'dl', 'blok', 'semua', 'cowo', 'baru', 'mengupdate']
anger;['nggak', 'ngerti', 'lagi', 'sama', 'ciwi-ciwi', 'yang', 'nyinyirin', 'via', 'vallen', 'ini', 'dia', 'itu', 'korban', 'loh', 'susah', 'itu', 'untuk', 'saling', 'support', 'satu', 'sama', 'lain', 'gurlzz']
anger;['hari', 'ini', 'libur', 'rencana', 'mau', 'nonton', 'jurassic', 'world', 'tapi', 'kaya', 'gajadi', 'deh', 'ingat', 'kondisi', 'yg', 'gak', 'fit', 'bgt', 'ini', 'sebel', 'rusak', 'rencana', 'belanga', 'sebel', 'akutu']
anger;['nah', 'ini', 'yg', 'nunggu', 'anak', 'anteng', 'dengan', 'sabar', 'luas', 'samudra', 'trus', 'bapak', 'dateng', 'bikin', 'anak', 'nang', 'hmmm', 'ingin', 'marah', 'lampias']
love;['ku', 'rindu', 'bisik', 'mu', 'di', 'telinga', 'seraya', 'kau', 'kata', 'moga', 'kelak', 'kau', 'jadi', 'anak', 'yg', 'guna', 'bagi', 'banyak', 'orang', 'dan', 'moga', 'kau', 'selalu', 'sayang', 'kami', 'orang', 'tua', 'mu']
anger;['ini', 'hasil', 'sekolah', 'asal', 'sekolah', 'mikirlah', 'mahkamah', 'internasional', 'itu', 'punya', 'wenang', 'adil', 'perkara', 'genosida', 'dsbnya']
anger;['lah', 'elu', 'yang', 'harus', 'tanya', 'teh', 'kenapa', 'bisa', 'asumsi', 'guw', 'mah', 'kacang', 'tanpa', 'kulit', 'maksud', 'apa', 'hayo', 'ke', 'sana', 'juga', 'kan', 'maksud', 'loooo']
anger;['web', 'permata', 'krg', 'profesional', 'ada', 'program', 'cashback', 'rb', 'token', 'pln', 'waktu', 'di', 'klik', 'info', 'masuk', 'ke', 'program', 'paket', 'kuota', 'data', 'piye', 'iki']
fear;['nah', 'yg', 'saya', 'takut', 'itu', 'mas', 'nanti', 'di', 'tumpang', 'politik', 'balut', 'agama', 'itu', 'yg', 'bahaya', 'soale', 'masyarakat', 'kita', 'sedang', 'sensitif', 'dgn', 'hal', 'sebut']
sadness;['mau', 'cerita', 'siapa', 'kalau', 'udah', 'kayak', 'begini', 'hancur', 'hidup', 'ini', 'pikirin', 'dong', 'gimana', 'hati', 'ku', 'aku', 'sedih', 'aku', 'nang', 'sampai', 'tetes', 'air', 'mata', 'ini', 'kayak', 'lirik', 'lagu', 'sayang', 'pia', 'palen', 'deh', 'wkwkw']
sadness;['telah', 'hari', 'puasa', 'dan', 'saur', 'gak', 'pernah', 'siang', 'akhir', 'di', 'hari', 'ke', 'ngerasain', 'makan', 'saur', 'supeerrr', 'dupeerr', 'ekspress', 'menit', 'belum', 'imsak', 'baru', 'bangun', 'yassalaaam']
fear;['jdi', 'ada', 'thr', 'tapi', 'dri', 'apbd', 'yang', 'punya', 'kuasa', 'takut', 'kalau', 'kalau', 'di', 'garis', 'bawah', 'sama', 'kpk', 'dan', 'jadi', 'mereka', 'ggl', 'dpt', 'thr', 'tahun', 'ini', 'kok', 'bisa', 'gitu', 'ya', 'buk', 'tri', 'bilang', 'aman', 'yang', 'lain', 'takut']
anger;['tolong', 'bantu', 'saya', 'username', 'kenapa', 'ya', 'lptop', 'saya', 'sudah', 'kali', 'kok', 'gabisa', 'buka', 'dokumen', 'pasti', 'not', 'responding', 'pdhal', 'sudah', 'pernah', 'bawa', 'ke', 'hp', 'center', 'smg', 'apakah', 'lptop', 'saya', 'masuk', 'produk', 'gagal', 'atau', 'gimana', 'beli', 'maret', 'dan', 'kalo', 'gin', 'trs', 'kan', 'jd', 'jgkel', 'sndri']
anger;['ini', 'udah', 'masuk', 'ke', 'proses', 'jual', 'tapi', 'pas', 'buka', 'detail', 'ko', 'malah', 'gin', 'apakah', 'produk', 'sedang', 'proses', 'atau', 'proses', 'tgl']
anger;['username', 'semen', 'indonesia', 'belum', 'nambang', 'loh', 'di', 'rembang', 'malah', 'ada', 'usaha', 'yg', 'lokasi', 'hanya', 'meter', 'dr', 'areal', 'tambang', 'semen', 'tidak', 'pernah', 'protes', 'dan', 'ini', 'sudah', 'tahun', 'lama', 'knp', 'kok', 'pas', 'semen', 'protes']
anger;['siapa', 'yg', 'bilang', 'punya', 'anak', 'senang', 'ros', 'sodorin', 'anak', 'yg', 'tantrum', 'karna', 'ngantuk', 'tp', 'gak', 'mau', 'bobo', 'istigfar', 'kenceng']
sadness;['rasa', 'oon', 'ketika', 'tahu', 'sesuatu', 'dan', 'tidak', 'boleh', 'di', 'bicara', 'ke', 'orang', 'lain', 'nah', 'lalai', 'malah', 'balik', 'jadi', 'malah', 'rubah', 'siklus', 'dan', 'alur', 'waktu', 'yang', 'harus', 'itu', 'jadi']
anger;['punya', 'sahabat', 'cowo', 'nih', 'tapi', 'sering', 'nya', 'ga', 'konsisten', 'terus', 'sering', 'bohong', 'lagi', 'kenapa', 'sih', 'udah', 'kali', 'dimarahin', 'karna', 'sering', 'bohong', 'tapi', 'ga', 'mempan', 'juga', 'apa', 'kodrat', 'suka', 'bohong', 'apa', 'gimana']
happy;['kalau', 'tau', 'ada', 'libur', 'panjang', '-', 'selain', 'lebaran', '-', 'tuh', 'rasa', 'ken', 'cepet', 'gendong', 'cerrier', 'pake', 'sepatu', 'trus', 'pergi', 'ketemu', 'alam', 'dan', 'damai', 'dengan']
anger;['siapa', 'bilang', 'kafir', 'gabung', 'sama', 'khilafah', 'bro', 'jgn', 'alih', 'isu', 'anda', 'itu', 'siapa', 'selundup', 'dari', 'kaum', 'bumidatar', 'se-olah', 'pro', 'pancasila', 'username', 'url']
happy;['btw', 'doa', 'restu', 'orang', 'tua', 'itu', 'emang', 'giling', 'ya', 'pas', 'udah', 'mentok', 'nyari', 'literatur', 'tambah', 'nemu', 'aja', 'dong', 'di', 'rumah', 'padahal', 'dari', 'kemarin', 'udah', 'panik', 'kudu', 'mesen', 'dari', 'banyumas', 'apakah', 'ini', 'berkah', 'ramadan', 'url']
anger;['salah', 'satu', 'contoh', 'tidak', 'tau', 'terima', 'kasih', 'pdhl', 'datang', 'pas', 'sdh', 'kenal', 'pi', 'wannaone', 'ckckckc', 'yg', 'dl', 'juang', 'siapa', 'jawab', 'sendiri', 'ma', 'ko', 'deh', 'wan', 'na', 'one', 's', 'swing', 'entertainment', 'warns', 'legal', 'action', 'against', 'fansite', 'masters', 'url', 'via', 'username']
fear;['dri', 'pgi', 'ngerasain', 'sakit', 'perut', 'kirain', 'mau', 'haid', 'udh', 'beli', 'kiranti', 'pas', 'di', 'cek', 'malah', 'kaga', 'ada', 'plis', 'atulah', 'haid', 'skrg', 'aja', 'biar', 'bisa', 'ikut', 'solat', 'ied']
sadness;['turut', 'duka', 'cita', 'buat', 'kawan', 'a', 'cak', 'moga', 'keluarga', 'yg', 'di', 'tinggal', 'a', 'bisa', 'di', 'beri', 'sabar', 'amp', 'meridoi', 'pergi', 'alm', 'sajete', 'wani']
anger;['username', 'jaring', 'mati', 'ya', 'tidak', 'bisa', 'buka', 'mobile', 'jkn', 'saya', 'mau', 'ke', 'puskesmes', 'trus', 'piye', 'mau', 'tunjuk', 'kartu', 'elektoniknya', 'kecewa']
anger;['lo', 'belum', 'lahir', 'atau', 'bom', 'sekolah', 'bong', 'saya', 'rasa', 'atau', 'bapak', 'lo', 'pki', 'bong', 'bandit', 'rampok', 'atau', 'jenis', 'yg', 'menganggu', 'orang', 'banyak', 'pak', 'soeharto', 'bilang', 'kejam', 'hanya', 'oleh', 'orang', 'pki', 'bandit', 'rampok', 'bong', 'bong', 'bongakkk', 'url']
anger;['bagi', 'yang', 'dulunya', 'usaha', 'terus', 'skrg', 'jd', 'karyawan', 'macam', 'gue', 'pasti', 'bawaannye', 'pgn', 'usaha', 'lagi', 'ga', 'ada', 'yang', 'ngatur', 'flexible', 'lbh', 'banyak', 'duit', 'faaak']
sadness;['salah', 'satu', 'efek', 'rapi', 'sama', 'bom', 'bagi', 'orang', 'yang', 'mau', 'bikin', 'event', 'negara', 'lain', 'takut', 'ke', 'jogja', 'dan', 'indonesia', 'karena', 'jadi', 'aku', 'lagi', 'ada', 'event', 'internasional', 'dan', 'beberapa', 'negara', 'belum', 'konfirmasi', 'karena', 'takut', 'sama', 'rapi', 'sama', 'teror', 'juga', 'moga', 'rapi', 'lekas', 'reda', 'moga', 'ngga', 'ada', 'bom', 'lagi']
anger;['baik', 'gubernur', 'anies', 'baswedan', 'mosi', 'tdk', 'percaya', 'biar', 'lengser', 'username', 'username', 'username', 'username', 'username', 'username', 'username', 'username', 'username', 'username', 'url']
anger;['kaum', 'oposisi', 'tidak', 'bikin', 'geger-an', 'di', 'media', 'termsk', 'medsos', 'ketika', 'rupiah', 'kuat', 'musim', 'ribut', 'khusus', 'wkt', 'jadi', 'lemah', 'saja', 'dg', 'salah', 'semua', 'kpd', 'presiden', 'username', 'url']
sadness;['lagi', 'puasa', 'tp', 'dri', 'pagi', 'udah', 'kesana', 'kemari', 'mmbawa', 'alamat', 'eh', 'ayuting', 'kalee', 'enggk', 'ding', 'ini', 'knpa', 'siang', 'tetangga', 'sbelah', 'goreng', 'telur', 'yah', 'kan', 'bau', 'smpe', 'idung', 'gw', 'hikss', 'piye', 'sih', 'mbak']
anger;['username', 'heee', 'aku', 'kemarin', 'ngeliat', 'hoak', 'tetang', 'pohon', 'plastik', 'pertama', 'kali', 'dr', 'akun', 'anda', 'ygdisebarkan', 'lewat', 'fb', 'ini', 'bukan', 'saja', 'nol', 'besar', 'tp', 'skaligus', 'nonjok', 'muka', 'junjung', 'sdr', 'terima', 'kasih']
anger;['username', 'min', 'ini', 'gimana', 'kurir', 'salah', 'kirim', 'malah', 'ke', 'alamat', 'orang', 'trs', 'tanggung', 'jawab', 'gimana', 'tolong', 'respon', 'cepat', 'thanks', 'url']
fear;['ini', 'pas', 'banget', 'gue', 'habis', 'baca', 'buku', 'ada', 'bule', 'pdkt', 'bilang', 'cariin', 'rumah', 'sama', 'mobil', 'dicariin', 'mobil', 'sama', 'rumah', 'mewah', 'si', 'bule', 'ok', 'dan', 'niat', 'kirim', 'uang', 'sekitar', 'jt', 'tp', 'pake', 'pos', 'bilang', 'sama', 'hadiah', 'lain', 'tp', 'gak', 'masuk', 'akal', 'kirim', 'yang', 'banyak', 'itu', 'pake', 'pos', 'url']
anger;['username', 'username', 'username', 'username', 'masalah', 'itu', 'uang', 'buat', 'konsumsi', 'buka', 'puasa', 'bareng', 'anak', 'yatim', 'yang', 'harus', 'bayar', 'ke', 'katering']
sadness;['niat', 'ke', 'masjid', 'sholat', 'nya', 'di', 'lantai', 'harap', 'bisa', 'obob', 'manjah', 'krn', 'biasa', 'ga', 'banyak', 'yg', 'solat', 'sini', 'fact', 'fullhouse', 'mpe', 'shaf', 'belakang', 'bhay']
happy;['paling', 'excited', 'kalo', 'ngobrol', 'sama', 'orang', 'kreatif', 'siap', 'saja', 'kalo', 'bakal', 'cengang', 'sama', 'ide', 'mereka', 'yang', 'mungkin', 'belum', 'pernah', 'pikir', 'oleh', 'oh', 'iya', 'kenapa', 'aku', 'baru', 'pikir']
anger;['miris', 'cipta', 'karya', 'dengan', 'susah', 'payah', 'yang', 'uras', 'pikir', 'tenaga', 'waktu', 'dan', 'materi', 'kalah', 'oleh', 'oknum', 'yg', 'jiplak', 'dan', 'atau', 'dar', 'terima', 'beres', 'manfaat', 'karya', 'orang', 'lain', 'dengan', 'gimmik', 'dan', 'sensasi', 'gimana', 'turut', 'username']
anger;['belah', 'mana', 'stereotyping-nya', 'dari', 'nyata', 'saya', 'coba', 'tunjuk', 'siapa', 'tahu', 'saya', 'salah', 'bicara', 'bagus', 'dong', 'kalau', 'banyak', 'yang', 'kecam', 'makin', 'banyak', 'makin', 'dengar', 'suara', 'untuk', 'benar', 'makin', 'bagus', 'kalau', 'benar', 'tapi', 'kalah', 'keras', 'sama', 'yang', 'salah', 'itu', 'yang', 'harus', 'atas', 'url']
